,Date,Open,High,Low,Close,Adj Close,Volume
59,2023-10-03,27508.251953125,27667.19140625,27216.001953125,27429.978515625,27429.978515625,11407814187
60,2023-10-04,27429.07421875,27826.658203125,27248.10546875,27799.39453125,27799.39453125,11143355314
61,2023-10-05,27798.646484375,28091.861328125,27375.6015625,27415.912109375,27415.912109375,11877253670
62,2023-10-06,27412.123046875,28252.537109375,27215.552734375,27946.59765625,27946.59765625,13492391599
63,2023-10-07,27946.78125,28028.091796875,27870.423828125,27968.83984375,27968.83984375,6553044316
64,2023-10-08,27971.677734375,28102.169921875,27740.662109375,27935.08984375,27935.08984375,7916875290
65,2023-10-09,27934.47265625,27989.470703125,27302.5625,27583.677734375,27583.677734375,12007668568
66,2023-10-10,27589.201171875,27715.84765625,27301.654296875,27391.01953125,27391.01953125,9973350678
67,2023-10-11,27392.076171875,27474.115234375,26561.099609375,26873.3203125,26873.3203125,13648094333
68,2023-10-12,26873.29296875,26921.439453125,26558.3203125,26756.798828125,26756.798828125,9392909295
69,2023-10-13,26752.87890625,27092.697265625,26686.322265625,26862.375,26862.375,15165312851
70,2023-10-14,26866.203125,26969.0,26814.5859375,26861.70703125,26861.70703125,5388116782
71,2023-10-15,26858.01171875,27289.169921875,26817.89453125,27159.65234375,27159.65234375,7098201980
72,2023-10-16,27162.62890625,29448.138671875,27130.47265625,28519.466796875,28519.466796875,27833876539
73,2023-10-17,28522.09765625,28618.751953125,28110.185546875,28415.748046875,28415.748046875,14872527508
74,2023-10-18,28413.53125,28889.009765625,28174.251953125,28328.341796875,28328.341796875,12724128586
75,2023-10-19,28332.416015625,28892.474609375,28177.98828125,28719.806640625,28719.806640625,14448058195
76,2023-10-20,28732.8125,30104.0859375,28601.669921875,29682.94921875,29682.94921875,21536125230
77,2023-10-21,29683.380859375,30287.482421875,29481.751953125,29918.412109375,29918.412109375,11541146996
78,2023-10-22,29918.654296875,30199.43359375,29720.3125,29993.896484375,29993.896484375,10446520040
79,2023-10-23,30140.685546875,34370.4375,30097.828125,33086.234375,33086.234375,38363572311
80,2023-10-24,33077.3046875,35150.43359375,32880.76171875,33901.52734375,33901.52734375,44934999645
81,2023-10-25,33916.04296875,35133.7578125,33709.109375,34502.8203125,34502.8203125,25254318008
82,2023-10-26,34504.2890625,34832.91015625,33762.32421875,34156.6484375,34156.6484375,19427195376
83,2023-10-27,34156.5,34238.2109375,33416.88671875,33909.80078125,33909.80078125,16418032871
84,2023-10-28,33907.72265625,34399.390625,33874.8046875,34089.57421875,34089.57421875,10160330825
85,2023-10-29,34089.37109375,34743.26171875,33947.56640625,34538.48046875,34538.48046875,11160323986
86,2023-10-30,34531.7421875,34843.93359375,34110.97265625,34502.36328125,34502.36328125,17184860315
87,2023-10-31,34500.078125,34719.25390625,34083.30859375,34667.78125,34667.78125,15758270810
88,2023-11-01,34657.2734375,35527.9296875,34170.69140625,35437.25390625,35437.25390625,22446272005
89,2023-11-02,35441.578125,35919.84375,34401.57421875,34938.2421875,34938.2421875,20998158544
90,2023-11-03,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34732.32421875,17158456701
